,pid,tid,beers,last_modified
1717,23,311,2,2018-09-25 20:52:07.884828
1718,33,311,2,2018-09-25 20:52:08.812905
1719,73,311,4,2018-09-25 20:52:11.572018
1720,39,311,1,2018-09-25 20:52:17.601082
1721,40,311,5,2018-09-25 20:52:22.675126
1722,43,311,5,2018-09-25 20:52:26.055624
1723,11,311,3,2018-09-25 20:52:28.298477
1724,64,311,7,2018-09-25 20:52:39.505363
1725,55,311,4,2018-09-25 20:52:45.914507
1726,57,311,5,2018-09-25 20:52:47.868894
1727,59,311,6,2018-09-25 20:52:50.777426
1728,72,311,3,2018-09-25 20:53:14.684910
1729,82,311,4,2018-09-25 20:53:18.524480
1730,51,311,5,2018-09-25 20:53:26.649918
1731,83,311,3,2018-09-25 20:53:42.601012
1732,1,312,4,2019-06-24 20:26:43.916890
1733,4,312,2,2019-06-24 20:26:44.416852
1734,41,312,3,2019-06-24 20:26:44.445689
1735,9,312,9,2019-06-24 20:26:44.475439
1736,21,312,9,2019-06-24 20:26:44.505969
1737,22,312,7,2019-06-24 20:26:44.535968
1738,22,313,9,2018-10-16 22:00:30.440192
1739,23,312,4,2019-06-24 20:26:44.566378
1740,73,312,3,2019-06-24 20:26:44.625365
1741,73,313,1,2018-10-16 22:00:30.961079
1742,40,312,6,2019-06-24 20:26:44.716950
1743,40,313,1,2018-10-16 22:00:37.135986
1744,42,312,4,2019-06-24 20:26:44.745865
1745,43,312,13,2019-06-24 20:26:44.775707
1746,11,312,3,2019-06-24 20:26:44.805300
1747,64,312,7,2019-06-24 20:26:44.865457
1748,64,313,1,2018-10-16 22:00:38.313279
1749,46,312,1,2019-06-24 20:26:44.896061
1750,50,312,2,2019-06-24 20:26:44.925530
1751,55,312,4,2019-06-24 20:26:44.956321
1752,57,312,4,2019-06-24 20:26:44.985687
1753,57,313,2,2018-10-16 22:00:40.058268
1754,59,313,1,2018-10-16 22:00:40.408824
1755,60,312,7,2019-06-24 20:26:45.045792
1756,60,313,8,2018-10-16 22:00:42.596994
1757,83,313,6,2018-10-16 21:53:18.389754
1758,72,313,7,2018-10-16 21:53:24.520767
1759,82,313,4,2018-10-16 21:53:30.285559
1760,84,313,5,2018-10-16 21:53:35.612231
1761,85,313,3,2018-10-16 21:53:39.914188
1762,71,313,2,2018-10-16 22:00:58.959897
1763,1,314,2,2018-10-16 22:05:57.443170
1764,41,314,1,2018-10-16 22:06:00.452397
1765,9,314,3,2018-10-16 22:06:01.711341
1766,21,314,3,2018-10-16 22:06:02.614289
1767,22,314,2,2018-10-16 22:06:03.462098
1768,23,314,2,2018-10-16 22:06:04.507252
1769,33,314,1,2018-10-16 22:06:05.042317
1770,72,314,3,2018-10-16 22:06:06.157788
1771,39,314,1,2018-10-16 22:06:07.722683
1772,40,314,2,2018-10-16 22:06:08.383176
1773,42,314,1,2018-10-16 22:06:09.427614
1774,43,314,3,2018-10-16 22:06:10.485825
1775,11,314,2,2018-10-16 22:06:13.325174
1776,64,314,5,2018-10-16 22:06:15.226419
1777,55,314,2,2018-10-16 22:06:18.049541
1778,59,314,2,2018-10-16 22:06:19.846528
1779,60,314,2,2018-10-16 22:06:20.667033
1780,62,314,2,2018-10-16 22:09:45.487021
1781,86,314,1,2018-10-16 22:09:49.708983
1782,87,314,1,2018-10-16 22:09:56.126926
1783,88,314,3,2018-10-16 22:10:03.154731
1784,89,314,2,2018-10-16 22:10:09.178674
1785,90,314,1,2018-10-16 22:10:14.809576
1786,1,317,4,2018-11-07 20:09:05.620376
1787,4,318,7,2018-11-07 12:59:43.971500
1788,41,316,4,2018-11-07 13:00:17.010848
1789,41,317,2,2018-11-07 20:09:06.413849
1790,41,318,4,2018-11-07 13:00:17.046267
1791,9,316,7,2018-11-07 13:00:24.595727
1792,9,317,5,2018-11-07 20:09:06.561820
1793,9,318,8,2018-11-07 13:00:24.644420
1794,21,316,6,2018-11-07 13:00:34.951049
1795,21,317,7,2018-11-07 20:09:06.711905
1796,21,318,8,2018-11-07 13:00:34.981801
1797,22,316,5,2018-11-07 13:00:58.831462
1798,22,317,12,2018-11-07 20:09:07.212212
1799,22,318,4,2018-11-07 13:00:58.893637
1800,23,316,2,2018-11-07 13:01:08.298705
1801,23,317,2,2018-11-07 20:09:07.242004
1802,23,318,1,2018-11-07 13:01:08.339227
1803,33,317,1,2018-11-07 20:09:07.271768
1804,72,316,6,2018-11-07 13:01:21.500808
1805,72,317,5,2018-11-07 20:09:08.100890
1806,72,318,6,2018-11-07 13:01:21.535790
1807,73,316,6,2018-11-07 13:01:26.024276
1808,73,317,3,2018-11-07 20:09:08.287419
1809,73,318,3,2018-11-07 13:01:26.065375
1810,39,318,1,2018-11-07 13:01:28.226994
1811,40,316,4,2018-11-07 13:01:36.839562
1812,40,317,3,2018-11-07 20:09:09.023526
1813,40,318,5,2018-11-07 13:01:36.882884
1814,42,317,4,2018-11-07 20:09:09.449871
1815,42,318,7,2018-11-07 13:01:47.855903
1816,43,317,7,2018-11-07 20:09:09.902826
1817,43,318,9,2018-11-07 13:01:55.593219
1818,11,317,3,2018-11-07 20:09:10.716549
1819,11,318,6,2018-11-07 13:02:08.115044
1820,64,317,3,2018-11-07 20:09:11.127539
1821,64,318,4,2018-11-07 13:02:15.458282
1822,50,316,2,2018-11-07 13:02:21.617138
1823,55,316,2,2018-11-07 13:02:25.638335
1824,55,317,2,2018-11-07 20:09:12.627408
1825,55,318,5,2018-11-07 13:02:25.668641
1826,57,316,3,2018-11-07 13:02:30.497389
1827,57,317,5,2018-11-07 20:09:14.422709
1828,57,318,3,2018-11-07 13:02:30.543990
1829,59,316,1,2018-11-07 13:02:34.518050
1830,59,317,5,2018-11-07 20:09:14.910873
1831,59,318,3,2018-11-07 13:02:34.554084
1832,60,316,5,2018-11-07 13:02:43.964561
1833,60,318,7,2018-11-07 13:02:44.003616
1834,35,316,4,2018-11-07 13:03:02.486005
1835,86,316,3,2018-11-07 13:03:07.816316
1836,89,316,3,2018-11-07 13:03:26.761769
1837,53,316,2,2018-11-07 13:03:35.686176
1838,62,316,3,2018-11-07 13:03:42.285205
1839,91,316,1,2018-11-07 13:05:06.410912
1840,90,317,3,2018-11-07 19:51:50.828428
1841,62,317,2,2018-11-07 19:51:57.381947
1842,53,317,2,2018-11-07 19:52:03.217172
1843,92,317,5,2018-11-07 19:52:12.689670
1844,12,317,1,2018-11-07 19:52:17.549858
1845,31,317,1,2018-11-07 19:52:28.433671
1846,93,317,4,2018-11-07 19:52:34.553389
1847,94,317,3,2018-11-07 19:52:43.633351
1848,89,318,8,2018-11-07 19:58:05.904032
1849,87,318,5,2018-11-07 19:58:13.002956
1850,86,318,5,2018-11-07 19:58:18.410704
1851,95,318,4,2018-11-07 19:58:24.693709
1852,96,318,1,2018-11-07 19:58:33.114082
1853,51,318,4,2018-11-07 19:58:43.845888
1854,97,318,2,2018-11-07 19:59:24.488156
1855,12,318,1,2018-11-07 19:59:27.967991
1856,1,315,2,2018-12-04 19:18:27.808313
1857,9,315,6,2018-12-04 19:18:35.473048
1858,21,315,7,2018-12-04 19:18:39.940355
1859,22,315,5,2018-12-04 19:18:42.639580
1860,23,315,1,2018-12-04 19:18:45.167296
1861,72,315,5,2018-12-04 19:18:49.299227
1862,73,315,5,2018-12-04 19:18:49.709764
1863,40,315,2,2018-12-04 19:18:52.285165
1864,42,315,3,2018-12-04 19:18:57.517014
1865,64,315,7,2018-12-04 19:19:04.338682
1866,50,315,2,2018-12-04 19:19:05.903083
1867,55,315,1,2018-12-04 19:19:06.904668
1868,57,315,6,2018-12-04 19:19:09.070238
1869,59,315,1,2018-12-04 19:19:10.872774
1870,60,315,6,2018-12-04 19:19:14.034821
1871,86,315,2,2018-12-04 19:21:44.636104
1872,89,315,1,2018-12-04 19:21:53.243321
1873,98,315,2,2018-12-04 19:22:08.000535
1874,88,315,1,2018-12-04 19:22:32.794639
1875,12,315,4,2018-12-04 19:22:41.434720
1876,91,315,3,2018-12-04 19:22:47.514829
1877,34,315,1,2018-12-04 19:23:05.695221
1878,1,320,1,2018-12-05 11:11:49.634032
1879,1,321,1,2018-12-05 11:11:49.662900
1880,9,319,2,2018-12-05 11:11:59.470588
1881,9,320,4,2018-12-05 11:11:59.499176
1882,9,321,2,2018-12-05 11:11:59.525468
1883,21,319,3,2018-12-05 11:12:05.826715
1884,21,320,4,2018-12-05 11:12:05.876046
1885,21,321,4,2018-12-05 11:12:05.917128
1886,22,321,2,2018-12-05 11:12:11.667817
1887,23,319,1,2018-12-05 11:35:09.311756
1888,33,320,1,2018-12-05 11:12:16.380316
1889,72,319,3,2018-12-05 11:12:22.406486
1890,72,321,2,2018-12-05 11:12:22.423824
1891,73,321,1,2018-12-05 11:12:26.027876
1892,39,320,1,2018-12-05 11:12:34.820622
1893,39,321,1,2018-12-05 11:12:34.837088
1894,86,320,1,2018-12-05 11:12:36.560249
1895,86,321,1,2018-12-05 11:12:36.583591
1896,40,319,1,2018-12-05 11:12:42.255653
1897,40,320,1,2018-12-05 11:12:42.290877
1898,40,321,2,2018-12-05 11:12:42.325170
1899,42,320,2,2018-12-05 11:12:47.019458
1900,43,319,4,2018-12-05 11:12:57.897779
1901,43,320,5,2018-12-05 11:12:57.916461
1902,43,321,3,2018-12-05 11:12:57.930736
1903,64,319,3,2018-12-05 11:13:04.114196
1904,64,321,2,2018-12-05 11:13:04.135466
1905,53,321,1,2018-12-05 11:13:06.991654
1906,55,319,1,2018-12-05 11:13:14.273712
1907,55,320,2,2018-12-05 11:13:14.292032
1908,57,321,1,2018-12-05 11:13:17.611225
1909,60,319,2,2018-12-05 11:13:24.720572
1910,60,320,3,2018-12-05 11:13:24.736310
1911,60,321,2,2018-12-05 11:13:24.751550
1912,92,319,2,2018-12-05 11:52:31.026237
1913,88,320,1,2018-12-05 11:55:00.272513
1914,87,320,1,2018-12-05 11:55:07.805859
1915,12,320,1,2018-12-05 11:55:15.779626
1916,8,320,1,2018-12-05 12:03:42.267682
1917,99,320,1,2018-12-05 12:04:13.080425
1918,95,321,2,2018-12-05 12:09:00.336665
1919,75,321,2,2018-12-05 12:09:23.820755
1920,87,321,2,2018-12-05 12:09:27.328516
1921,50,321,2,2018-12-05 12:09:33.705815
1922,12,321,2,2018-12-05 12:09:39.676287
1923,1,322,2,2019-01-08 19:16:22.750160
1924,41,322,1,2019-01-08 19:16:25.435560
1925,9,322,5,2019-01-08 19:16:26.185326
1926,21,322,6,2019-01-08 19:16:31.070792
1927,73,322,1,2019-01-08 19:16:36.218408
1928,39,322,1,2019-01-08 19:16:36.602494
1929,40,322,2,2019-01-08 19:16:42.273049
1930,64,322,7,2019-01-08 19:16:49.904560
1931,53,322,3,2019-01-08 19:16:50.705728
1932,57,322,3,2019-01-08 19:16:55.249889
1933,60,322,1,2019-01-08 19:17:02.730057
1934,30,322,5,2019-01-08 19:26:43.342504
1935,93,322,1,2019-01-08 19:27:02.897522
1936,92,322,5,2019-01-08 19:27:11.108730
1937,100,322,6,2019-01-08 19:27:19.680558
1938,12,322,3,2019-01-08 19:27:27.654223
1939,96,322,3,2019-01-08 19:31:58.018422
1940,1,324,3,2019-01-08 19:41:42.064946
1941,87,323,2,2019-01-08 19:43:27.535753
1942,87,324,1,2019-01-08 19:43:27.561828
1943,41,323,3,2019-01-08 19:43:40.169521
1944,9,323,3,2019-01-08 19:43:49.012471
1945,12,323,1,2019-01-08 19:44:12.070911
1946,12,324,1,2019-01-08 19:44:12.092135
1947,21,323,3,2019-01-08 19:44:30.401961
1948,21,324,4,2019-01-08 19:44:30.420370
1949,23,323,1,2019-01-08 19:45:19.959465
1950,72,323,4,2019-01-08 19:45:42.098028
1951,73,323,1,2019-01-08 19:46:40.503624
1952,73,324,2,2019-01-08 19:46:40.523268
1953,86,323,2,2019-01-08 19:48:08.348564
1954,86,324,1,2019-01-08 19:48:08.382712
1955,40,323,3,2019-01-08 19:48:25.986409
1956,40,324,1,2019-01-08 19:48:26.011555
1957,42,323,2,2019-01-08 19:48:41.473248
1958,42,324,2,2019-01-08 19:48:41.487979
1959,43,323,5,2019-01-08 19:49:02.184146
1960,43,324,3,2019-01-08 19:49:02.202730
1961,43,325,1,2019-01-08 20:33:29.640673
1962,11,324,2,2019-01-08 19:51:49.249622
1963,64,323,6,2019-01-08 19:52:00.986336
1964,64,324,2,2019-01-08 19:52:01.006627
1965,53,323,3,2019-01-08 19:52:30.482295
1966,89,323,1,2019-01-08 19:52:49.592908
1967,55,323,2,2019-01-08 19:52:59.722655
1968,57,324,1,2019-01-08 19:53:22.181548
1969,57,325,1,2019-01-08 20:33:32.225784
1970,59,323,1,2019-01-08 19:53:36.506236
1971,59,324,1,2019-01-08 19:53:36.523744
1972,59,325,1,2019-01-08 20:33:32.567421
1973,60,323,5,2019-01-08 19:53:48.380201
1974,94,323,3,2019-01-08 19:54:39.433180
1975,99,323,3,2019-01-08 19:54:47.277237
1976,90,323,1,2019-01-08 19:54:54.976089
1977,92,323,1,2019-01-08 19:55:00.913021
1978,100,323,6,2019-01-08 19:55:05.369533
1979,96,323,4,2019-01-08 19:55:15.200320
1980,31,324,2,2019-01-08 19:56:40.734766
1981,96,324,2,2019-01-08 19:56:45.158530
1982,28,325,1,2019-01-08 20:33:43.839652
1983,21,327,2,2019-02-11 13:10:12.850907
1984,22,327,4,2019-02-11 13:10:15.318145
1985,11,327,4,2019-02-11 13:10:35.469697
1986,64,327,1,2019-02-11 13:10:37.887905
1987,9,328,3,2019-02-11 13:13:01.491912
1988,12,328,1,2019-02-11 13:13:03.122301
1989,21,328,5,2019-02-11 13:13:06.441593
1990,96,328,1,2019-02-11 13:13:21.747641
1991,43,328,3,2019-02-11 13:13:29.323768
1992,64,328,5,2019-02-11 13:13:32.600091
1993,50,328,1,2019-02-11 13:13:37.073636
1994,53,328,1,2019-02-11 13:13:37.560614
1995,55,328,3,2019-02-11 13:13:39.874660
1996,57,328,1,2019-02-11 13:13:41.394166
1997,60,328,4,2019-02-11 13:13:54.255538
1998,33,328,1,2019-02-11 13:14:05.719441
1999,9,329,3,2019-02-11 13:18:02.534454
2000,12,329,2,2019-02-11 13:18:02.956054
2001,92,329,1,2019-02-11 13:18:03.285482
2002,22,329,2,2019-02-11 13:18:06.547517
2003,23,329,1,2019-02-11 13:18:06.961407
2004,42,329,2,2019-02-11 13:18:11.416489
2005,43,329,3,2019-02-11 13:18:12.048841
2006,64,329,1,2019-02-11 13:18:13.171320
2007,55,329,2,2019-02-11 13:18:18.936462
2008,57,329,1,2019-02-11 13:18:19.554711
2009,33,329,1,2019-02-11 13:18:28.690844
2010,93,329,1,2019-02-11 13:18:33.179662
2011,100,329,3,2019-02-11 13:18:37.799173
2012,12,330,4,2019-02-11 13:22:04.534040
2013,21,330,4,2019-02-11 13:22:09.645784
2014,22,330,4,2019-02-11 13:22:18.911358
2015,72,330,3,2019-02-11 13:22:59.609164
2016,43,330,8,2019-02-11 13:23:16.818111
2017,60,330,3,2019-02-11 13:24:53.337328
2018,64,330,3,2019-02-11 13:25:30.093415
2019,9,331,6,2019-02-11 13:27:04.973983
2020,12,331,2,2019-02-11 13:27:10.837450
2021,21,331,10,2019-02-11 13:27:17.247212
2022,22,331,3,2019-02-11 13:27:31.778464
2023,72,331,10,2019-02-11 13:27:57.359349
2024,96,331,1,2019-02-11 13:28:08.063860
2025,73,331,8,2019-02-11 13:28:16.407118
2026,42,331,12,2019-02-11 13:28:31.663260
2027,43,331,11,2019-02-11 13:28:58.980062
2028,11,331,1,2019-02-11 13:29:04.351093
2029,64,331,12,2019-02-11 13:29:17.524013
2030,50,331,7,2019-02-11 13:29:23.845819
2031,55,331,3,2019-02-11 13:29:32.664685
2032,57,331,6,2019-02-11 13:29:41.118488
2033,59,331,2,2019-02-11 13:29:46.538248
2034,60,331,12,2019-02-11 13:29:57.523722
2035,25,331,6,2019-03-12 09:13:31.422585
2036,4,331,3,2019-03-12 09:14:30.162640
2037,1,332,8,2019-03-12 09:29:02.678651
2038,9,332,6,2019-03-12 09:29:09.420839
2039,9,334,2,2019-03-12 09:29:09.457161
2040,12,332,6,2019-03-12 09:29:17.279834
2041,12,333,2,2019-03-12 09:29:17.301813
2042,12,334,3,2019-03-12 09:29:17.322875
2043,21,332,8,2019-03-12 09:29:27.102768
2044,21,333,2,2019-03-12 09:29:27.121777
2045,21,334,4,2019-03-12 09:29:27.137542
2046,22,332,7,2019-03-12 09:29:31.798033
2047,23,334,1,2019-03-12 09:29:33.973303
2048,33,332,2,2019-03-12 09:29:36.893177
2049,72,332,7,2019-03-12 09:29:48.464780
2050,72,334,3,2019-03-12 09:29:48.487207
2051,96,333,1,2019-03-12 09:29:57.345963
2052,40,332,3,2019-03-12 09:30:05.215509
2053,42,333,2,2019-03-12 09:30:10.981924
2054,43,332,6,2019-03-12 09:30:16.036979
2055,11,332,3,2019-03-12 09:30:18.367951
2056,11,334,1,2019-03-12 09:30:18.389231
2057,64,332,6,2019-03-12 09:30:24.461651
2058,50,332,2,2019-03-12 09:30:29.590047
2059,50,333,3,2019-03-12 09:30:29.616391
2060,50,334,2,2019-03-12 09:30:29.630644
2061,53,333,6,2019-03-12 09:30:34.573222
2062,57,332,3,2019-03-12 09:30:42.593329
2063,57,333,2,2019-03-12 09:30:42.620519
2064,59,333,3,2019-03-12 09:31:08.306174
2065,60,332,7,2019-03-12 09:31:14.611057
2066,60,333,2,2019-03-12 09:31:14.651891
2067,60,334,4,2019-03-12 09:31:14.681055
2068,41,335,4,2019-03-12 09:39:28.601971
2069,92,335,4,2019-03-12 09:39:38.242938
2070,21,335,10,2019-03-12 09:39:41.339007
2071,22,335,4,2019-03-12 09:39:45.035077
2072,33,335,2,2019-03-12 09:39:50.229430
2073,40,335,3,2019-03-12 09:40:01.269070
2074,42,335,4,2019-03-12 09:40:03.882932
2075,43,335,10,2019-03-12 09:40:07.113047
2076,64,335,13,2019-03-12 09:40:11.576447
2077,50,335,2,2019-03-12 09:40:14.804744
2078,53,335,2,2019-03-12 09:40:16.686311
2079,57,335,2,2019-03-12 09:40:18.784594
2080,59,335,2,2019-03-12 09:40:20.566186
2081,60,335,11,2019-03-12 09:40:23.695954
2082,35,335,3,2019-03-12 09:40:39.480257
2083,25,335,3,2019-03-12 09:40:49.786632
2084,75,335,3,2019-03-12 09:40:56.346717
2085,41,336,1,2019-04-28 11:45:20.338429
2086,9,336,7,2019-04-28 11:45:20.504038
2087,9,337,3,2019-04-28 11:47:08.081013
2088,9,338,2,2019-04-28 11:47:08.095835
2089,9,339,5,2019-04-28 11:47:08.124074
2090,12,336,6,2019-04-28 11:45:20.670281
2091,92,336,7,2019-04-28 11:45:20.838274
2092,21,336,4,2019-04-28 11:45:20.987473
2093,21,337,8,2019-04-28 11:47:08.596555
2094,21,338,7,2019-04-28 11:47:08.614118
2095,22,337,1,2019-04-28 11:47:08.780603
2096,22,338,2,2019-04-28 11:47:08.795530
2097,23,337,2,2019-04-28 11:47:08.947128
2098,33,336,2,2019-04-28 11:45:21.655315
2099,33,338,2,2019-04-28 11:47:09.532459
2100,72,337,6,2019-04-28 11:47:09.696313
2101,72,338,6,2019-04-28 11:47:09.714948
2102,72,339,5,2019-04-28 11:47:09.731855
2103,73,338,5,2019-04-28 11:47:10.348948
2104,40,336,3,2019-04-28 11:45:22.469833
2105,40,337,3,2019-04-28 11:47:10.812104
2106,40,338,1,2019-04-28 11:47:10.826115
2107,43,336,7,2019-04-28 11:45:23.086435
2108,43,337,8,2019-04-28 11:47:11.410078
2109,11,337,4,2019-04-28 11:47:12.260506
2110,11,338,1,2019-04-28 11:47:12.277781
2111,11,339,4,2019-04-28 11:47:12.294472
2112,64,336,9,2019-04-28 11:45:23.485062
2113,64,337,8,2019-04-28 11:47:12.880894
2114,64,338,7,2019-04-28 11:47:12.897391
2115,64,339,5,2019-04-28 11:47:12.918325
2116,75,337,7,2019-04-28 11:47:13.643280
2117,75,338,1,2019-04-28 11:47:13.678947
2118,50,337,2,2019-04-28 11:47:15.723549
2119,50,338,2,2019-04-28 11:47:15.737691
2120,50,339,2,2019-04-28 11:47:15.753991
2121,53,337,2,2019-04-28 11:47:15.891020
2122,55,337,5,2019-04-28 11:47:16.438495
2123,55,338,2,2019-04-28 11:47:16.454448
2124,55,339,2,2019-04-28 11:47:16.470093
2125,57,336,3,2019-04-28 11:45:25.101452
2126,57,337,3,2019-04-28 11:47:16.673906
2127,59,336,2,2019-04-28 11:45:25.366702
2128,59,337,3,2019-04-28 11:47:17.389160
2129,60,336,9,2019-04-28 11:45:26.081748
2130,60,337,8,2019-04-28 11:47:21.566655
2131,60,338,6,2019-04-28 11:47:21.583146
2132,60,339,5,2019-04-28 11:47:21.595366
2133,89,336,8,2019-04-27 12:57:05.362376
2134,39,336,3,2019-04-27 12:57:20.662634
2135,101,336,6,2019-04-28 11:45:41.269293
2136,102,336,2,2019-04-28 11:45:51.457665
2137,41,337,4,2019-04-28 11:47:07.963633
2138,12,337,1,2019-04-28 11:47:08.263195
2139,92,337,4,2019-04-28 11:47:08.431290
2140,23,338,1,2019-04-28 11:47:08.965885
2141,33,337,2,2019-04-28 11:47:09.514662
2142,96,337,1,2019-04-28 11:47:09.863047
2143,73,337,2,2019-04-28 11:47:10.311035
2144,86,337,1,2019-04-28 11:47:10.593813
2145,42,337,5,2019-04-28 11:47:10.976789
2146,43,338,5,2019-04-28 11:47:11.426364
2147,53,338,4,2019-04-28 11:47:15.906513
2148,57,338,1,2019-04-28 11:47:16.691862
2149,59,338,3,2019-04-28 11:47:17.405916
2150,39,337,2,2019-04-28 11:47:57.566052
2151,90,337,5,2019-04-28 11:48:02.791975
2152,4,337,2,2019-04-28 11:48:11.667890
2153,90,338,2,2019-04-28 11:51:18.450155
2154,103,338,5,2019-04-28 11:51:25.690219
2155,35,338,1,2019-04-28 11:58:52.093726
2156,4,338,1,2019-04-28 11:58:58.155389
2157,82,339,3,2019-04-28 12:01:10.721687
2158,99,339,2,2019-04-28 12:01:14.867701
2159,4,339,5,2019-04-28 12:01:22.193772
2160,90,339,5,2019-04-28 12:01:27.888064
2161,41,340,5,2019-04-28 12:13:54.342974
2162,9,340,6,2019-04-28 12:13:57.340888
2163,12,340,3,2019-04-28 12:14:00.203813
2164,23,340,2,2019-04-28 12:14:03.851559
2165,33,340,3,2019-04-28 12:14:05.782138
2166,72,340,11,2019-04-28 12:14:08.997929
2167,86,340,4,2019-04-28 12:14:17.072425
2168,40,340,5,2019-04-28 12:14:18.652137
2169,42,340,9,2019-04-28 12:14:20.851776
2170,43,340,8,2019-04-28 12:14:21.683139
2171,11,340,4,2019-04-28 12:14:23.131395
2172,64,340,7,2019-04-28 12:14:24.929015
2173,75,340,2,2019-04-28 12:14:26.479615
2174,50,340,1,2019-04-28 12:14:28.827245
2175,55,340,2,2019-04-28 12:14:34.355175
2176,57,340,2,2019-04-28 12:14:34.970044
2177,59,340,4,2019-04-28 12:14:36.234434
2178,60,340,8,2019-04-28 12:14:40.165809
2179,90,340,3,2019-04-28 12:14:55.267266
2180,95,340,4,2019-04-28 12:15:08.868784
2181,89,340,4,2019-04-28 12:15:13.147519
2182,4,340,3,2019-04-28 12:15:20.825188
2183,42,341,4,2019-04-28 12:17:55.968681
2184,4,341,2,2019-04-28 12:18:03.862655
2185,73,341,5,2019-04-28 12:18:18.914851
2186,89,341,3,2019-04-28 12:18:24.722554
2187,90,341,4,2019-04-28 12:18:29.185137
2188,39,341,2,2019-04-28 12:18:38.411261
2189,40,341,3,2019-04-28 12:18:43.822018
2190,59,341,3,2019-04-28 12:18:48.915782
2191,57,341,4,2019-04-28 12:19:52.587026
2192,33,341,3,2019-04-28 12:19:56.831664
2193,43,341,4,2019-04-28 12:20:01.012054
2194,9,341,2,2019-04-28 12:20:03.873479
2195,23,341,2,2019-04-28 12:20:08.802138
2196,41,341,3,2019-04-28 12:20:13.316353
2197,60,341,5,2019-04-28 12:20:19.361244
2198,53,341,1,2019-04-28 12:20:23.604234
2199,12,341,2,2019-04-28 12:20:27.702404
2200,104,341,4,2019-04-28 12:21:14.103702
2201,41,342,2,2019-04-28 12:22:59.781764
2202,9,342,2,2019-04-28 12:23:00.666095
2203,22,342,1,2019-04-28 12:23:03.229317
2204,23,342,2,2019-04-28 12:23:03.829765
2205,33,342,2,2019-04-28 12:23:04.961581
2206,73,342,3,2019-04-28 12:23:09.488665
2207,86,342,1,2019-04-28 12:23:10.289590
2208,40,342,4,2019-04-28 12:23:11.337047
2209,42,342,3,2019-04-28 12:23:12.304630
2210,43,342,2,2019-04-28 12:23:13.667287
2211,75,342,1,2019-04-28 12:23:17.132164
2212,50,342,3,2019-04-28 12:23:18.265728
2213,57,342,5,2019-04-28 12:23:24.623753
2214,59,342,2,2019-04-28 12:23:25.257080
2215,60,342,2,2019-04-28 12:23:25.673316
2216,90,342,2,2019-04-28 12:23:44.723157
2217,105,342,2,2019-04-28 12:24:28.343207
2218,41,345,4,2019-05-16 19:52:51.439858
2219,12,343,2,2019-06-24 20:29:43.420785
2220,12,344,7,2019-05-16 19:52:56.412251
2221,12,345,2,2019-05-16 19:52:56.427051
2222,22,344,2,2019-05-16 19:52:59.929914
2223,22,345,3,2019-05-16 19:52:59.945575
2224,23,345,2,2019-05-16 19:53:01.942398
2225,90,343,5,2019-06-24 20:29:44.644669
2226,90,344,7,2019-05-16 19:53:07.503967
2227,90,345,2,2019-05-16 19:53:07.524604
2228,33,344,2,2019-05-16 19:53:13.083234
2229,33,345,1,2019-05-16 19:53:13.112356
2230,86,345,2,2019-05-16 19:53:18.145727
2231,42,343,10,2019-06-24 20:29:44.854433
2232,42,344,7,2019-05-16 19:53:33.126232
2233,43,343,5,2019-06-24 20:29:44.884752
2234,43,345,1,2019-05-16 19:53:40.019388
2235,11,344,7,2019-05-16 19:53:46.371383
2236,11,345,2,2019-05-16 19:53:46.395690
2237,75,345,2,2019-05-16 19:53:51.263773
2238,53,343,2,2019-06-24 20:29:45.034213
2239,89,343,6,2019-06-24 20:29:45.063420
2240,55,343,4,2019-06-24 20:29:45.093734
2241,55,344,1,2019-05-16 19:54:45.754201
2242,55,345,1,2019-05-16 19:54:45.769636
2243,57,344,7,2019-05-16 19:54:52.966549
2244,57,345,3,2019-05-16 19:54:52.981527
2245,59,344,7,2019-05-16 19:54:58.027845
2246,60,343,6,2019-06-24 20:29:45.184209
2247,60,344,7,2019-05-16 19:55:03.806939
2248,60,345,2,2019-05-16 19:55:03.844182
2249,28,344,7,2019-05-16 20:06:05.705941
2250,1,345,1,2019-05-16 20:11:29.913947
2251,105,345,1,2019-05-16 20:11:33.960014
2252,60,346,1,2019-05-16 20:12:32.151444
2253,4,350,4,2019-06-25 17:09:52.993176
2254,41,347,2,2019-06-25 17:13:10.139141
2255,41,348,6,2019-06-25 17:13:10.164459
2256,41,350,1,2019-06-25 17:09:53.493094
2257,9,347,1,2019-06-25 17:13:10.392619
2258,9,348,6,2019-06-25 17:13:10.410870
2259,9,350,7,2019-06-25 17:09:53.523024
2260,12,347,6,2019-06-25 17:13:11.653943
2261,12,348,4,2019-06-25 17:13:11.670604
2262,12,350,2,2019-06-25 17:09:53.555793
2263,22,347,4,2019-06-25 17:13:12.185269
2264,22,348,4,2019-06-25 17:13:12.200398
2265,22,350,7,2019-06-25 17:09:53.618962
2266,23,347,1,2019-06-25 17:13:12.228879
2267,23,350,1,2019-06-25 17:09:53.643882
2268,90,350,3,2019-06-25 17:09:53.673119
2269,33,347,2,2019-06-25 17:13:12.292811
2270,33,350,3,2019-06-25 17:09:53.702913
2271,72,347,3,2019-06-25 17:13:12.311422
2272,72,348,6,2019-06-25 17:13:12.325976
2273,72,350,9,2019-06-25 17:09:53.733479
2274,73,350,8,2019-06-25 17:09:53.762314
2275,86,347,3,2019-06-25 17:13:12.409495
